source_id,teff_gspphot,logg_gspphot,mh_gspphot
4689627855128278272,,,
4689627855128294528,,,
4689627855128295680,,,
4689627859397676800,,,
4689627859397695488,,,
4689627859399902464,,,
4689627859399904896,,,
4689627859399906432,,,
4689627859400252928,,,
4689627859400259200,,,
4689627859400311168,,,
4689627859400424448,,,
4689627889488219904,,,
4689627889488221056,,,
4689627889488225280,,,
4689627893767919872,,,
4689627893767920128,,,
4689627923846024064,,,
4689627923847006848,,,
4689627923847007616,,,
4689627923847008896,,,
4689627923847011840,,,
4689627923847012480,,,
4689627923847012864,,,
4689627923847013760,,,
4689627923847013888,,,
4689627923847015936,,,
4689627923847019008,,,
4689627923847020288,,,
4689627923847020416,,,
4689627928117764992,,,
4689627928117767040,,,
4689627928117767168,,,
4689627928119722624,,,
4689627928119724288,,,
4689627928128886144,,,
4689627928133986816,,,
4689627958207321600,,,
4689627958207427584,,,
4689627958207429120,,,
4689627958207429504,,,
4689627958207429632,,,
4689627958207454976,,,
4689627962477479296,,,
4689627962477479552,,,
4689627962479127040,,,
4689627962487706112,,,
4689627962487706752,,,
4689627962487708032,,,
4689627962487708160,,,
4689627962487715456,,,
4689627992565914368,,,
4689627992565915904,,,
4689627992566809216,,,
4689627992566821632,,,
4689627992566828544,,,
4689627992566829184,,,
4689627996837216256,,,
4689627996837219712,,,
4689627996837219840,,,
4689627996837221888,,,
4689627996837222016,,,
4689627996837223808,,,
4689627996837238656,,,
4689627996837238784,,,
4689627996837238912,,,
4689627996837239168,,,
4689627996837242240,,,
4689627996837244928,,,
4689627996847449856,,,
4689627996847463552,,,
4689627996847469952,,,
4689627996847470080,,,
4689627996847470208,,,
4689627996847470336,,,
4689627996848349952,,,
4689627996853453696,,,
4689628026916092672,,,
4689628026916096640,,,
4689628026916097024,,,
4689628026916116736,,,
4689628026916118144,,,
4689628026916120320,,,
4689628026916125184,,,
4689628026926914560,,,
4689628026926918016,,,
4689628026927104384,,,
4689628026927108736,,,
4689628026927108864,,,
4689628026927265920,,,
4689628026927267328,,,
4689628031196916352,,,
4689628031196928512,,,
4689628031196942336,,,
4689628031196942464,,,
4689628031196944128,,,
4689628031196944256,,,
4689628031209327232,,,
4689628031212434688,,,
4689628031213182208,,,
4689628031213182976,,,
4689628061276143872,,,
4689628061276150784,,,
4689628061286706432,,,
4689628061286706944,,,
4689628061286889216,,,
4689628061286891136,,,
4689628061286892544,,,
4689628061286904192,,,
4689628065556094848,,,
4689628065556094976,,,
4689628065556096128,,,
4689628065556673408,,,
4689628065556673536,,,
4689628065556673664,,,
4689628065566607360,,,
4689628065566607616,,,
4689628065566607872,,,
4689628065566915968,,,
4689628095646481408,,,
4689628095646680576,,,
4689628095646770816,,,
4689628099915832448,,,
4689628099915832704,,,
4689628129980123264,,,
4689628129995623168,,,
4689628130006165120,,,
4689628130006184064,,,
4689628130006333056,,,
4689628130006333568,,,
4689628130006338688,,,
4689628130006340224,,,
4689628134276121472,,,
4689628134276121728,,,
4689628134276121856,,,
4689628134276122496,,,
4689628134276127744,,,
4689628134276128256,,,
4689628134276137216,,,
4689628134276140288,,,
4689628134276141824,,,
4689628168645807744,,,
4689628198715501056,,,
4689628336154575104,,,
4689628336160014720,,,
4689628477885516928,,,
4689628512236055424,,,
4689628546595797504,,,
4689628580955622656,,,
4689633975443491840,,,
4689637235344367360,,,
4689637235344368768,,,
4689637235344369152,,,
4689637235344370688,,,
4689637235344376192,,,
4689637235344376960,,,
4689629989704848640,,,
4689629989704582144,,,
4689637097903708800,,,
4689629989704944128,,,
4689629989705043968,,,
4689629989705122432,,,
4689629989713838976,4566.1577,4.6474,0.5528
4689629989713840384,,,
4689629989713850368,5427.3867,4.7713,-3.2139
4689629989713856000,,,
4689629989713857664,,,
4689629989713860864,5524.993,4.6508,-0.4326
4689629989713867136,,,
4689629989714058880,,,
4689629989714059136,,,
4689629989717278592,4567.2656,4.7273,-2.2326
4689630019769922560,,,
4689630019770468992,,,
4689630019770887040,5479.446,4.7271,-1.334
4689630019770887552,5594.718,4.668,-0.8944
4689630019770890752,5724.963,4.6354,-1.4816
4689630019770900096,,,
4689630019770900992,,,
4689630019770901632,5677.4927,4.6928,-0.8946
4689630019783828864,,,
4689630019783838080,,,
4689630019783838208,,,
4689630019783867264,,,
4689630024064278912,5735.5674,4.6853,-1.1132
4689630024064686080,,,
4689630024064688000,,,
4689630024064688512,,,
4689630024064689024,,,
4689630024073548288,3711.5007,4.8196,-0.4436
